articleTitle,articleLink,discussionResult,discussionResultDate,totalUser,totalPosts,totalWords,totalChars,keepVote,deleteVote,otherVotesCount,generalNotabilityCount,eventNotabilityCount,orgNotabilityCount,otherNotabilityCount,revClosestDate,revClosestID,revEditSize,revPageTitle
Operation Voicer,/wiki/Wikipedia:Articles_for_deletion/Operation_Voicer,keep,2019-08-30 10:20:00,9,5,255,1481,5,0,0,1,1,0,3,2019-08-17 01:34:02,911174626,22,Wikipedia:Notability_(organizations_and_companies)
VestiVille,/wiki/Wikipedia:Articles_for_deletion/VestiVille,keep,2019-08-18 21:57:00,9,4,284,1635,3,1,0,1,1,0,0,2019-07-20 19:06:28,907135639,4,Wikipedia:Notability_(organizations_and_companies)
Dadasaheb Phalke International Film Festival Awards,/wiki/Wikipedia:Articles_for_deletion/Dadasaheb_Phalke_International_Film_Festival_Awards,delete,2019-08-18 11:25:00,13,9,541,3649,2,3,4,2,0,0,2,2019-07-20 19:06:28,907135639,4,Wikipedia:Notability_(organizations_and_companies)
2019 California stabbing rampage,/wiki/Wikipedia:Articles_for_deletion/2019_California_stabbing_rampage,no consensus,2019-08-17 06:25:00,24,23,949,5500,13,7,3,3,3,0,7,2019-07-20 19:06:28,907135639,4,Wikipedia:Notability_(organizations_and_companies)
Publish and Be Damned,/wiki/Wikipedia:Articles_for_deletion/Publish_and_Be_Damned,no consensus,2019-08-15 15:11:00,11,9,593,3585,1,1,2,0,0,0,2,2019-07-20 19:06:28,907135639,4,Wikipedia:Notability_(organizations_and_companies)
Brentwood Bank Robbery,/wiki/Wikipedia:Articles_for_deletion/Brentwood_Bank_Robbery,delete,2019-08-15 15:11:00,7,2,27,191,0,2,0,0,2,0,1,2019-07-20 19:06:28,907135639,4,Wikipedia:Notability_(organizations_and_companies)
Canada WET,/wiki/Wikipedia:Articles_for_deletion/Canada_WET,soft delete,2019-08-14 20:07:00,6,0,0,0,0,0,0,0,2,0,1,2019-07-20 19:06:28,907135639,4,Wikipedia:Notability_(organizations_and_companies)
International Bingo Day,/wiki/Wikipedia:Articles_for_deletion/International_Bingo_Day,delete,2019-08-14 16:48:00,9,3,96,541,0,3,0,0,0,0,1,2019-07-20 19:06:28,907135639,4,Wikipedia:Notability_(organizations_and_companies)
Murder of Senicha Lessman,/wiki/Wikipedia:Articles_for_deletion/Murder_of_Senicha_Lessman,delete,2019-08-12 06:32:00,15,7,157,979,0,6,1,0,3,0,0,2019-07-20 19:06:28,907135639,4,Wikipedia:Notability_(organizations_and_companies)
Death of Mohammad Habali (2nd nomination),/wiki/Wikipedia:Articles_for_deletion/Death_of_Mohammad_Habali_(2nd_nomination),no consensus,2019-08-09 08:17:00,28,24,2024,12244,6,6,10,3,12,0,7,2019-07-20 19:06:28,907135639,4,Wikipedia:Notability_(organizations_and_companies)
Murder of Bianca Devins,/wiki/Wikipedia:Articles_for_deletion/Murder_of_Bianca_Devins,keep,2019-08-08 19:11:00,10,7,299,1795,5,1,1,1,2,0,3,2019-07-20 19:06:28,907135639,4,Wikipedia:Notability_(organizations_and_companies)
"Southaven, Mississippi shooting","/wiki/Wikipedia:Articles_for_deletion/Southaven,_Mississippi_shooting",speedily deleted,2019-08-07 14:14:00,12,6,119,714,1,5,0,0,3,0,3,2019-07-20 19:06:28,907135639,4,Wikipedia:Notability_(organizations_and_companies)
Earthsong Camps,/wiki/Wikipedia:Articles_for_deletion/Earthsong_Camps,delete,2019-08-03 18:39:00,7,2,19,127,0,2,0,1,0,0,1,2019-07-20 19:06:28,907135639,4,Wikipedia:Notability_(organizations_and_companies)
2018 Tinsukia killings,/wiki/Wikipedia:Articles_for_deletion/2018_Tinsukia_killings,keep,2019-07-30 01:59:00,10,5,423,2687,4,1,0,1,2,0,3,2019-02-26 16:25:53,885201796,4,Wikipedia:Notability_(organizations_and_companies)
Zim Blog Awards,/wiki/Wikipedia:Articles_for_deletion/Zim_Blog_Awards,no consensus,2019-07-29 02:51:00,7,3,193,1053,1,0,1,1,2,0,3,2019-02-26 16:25:53,885201796,4,Wikipedia:Notability_(organizations_and_companies)
Murder of Suzan Der Kirkour,/wiki/Wikipedia:Articles_for_deletion/Murder_of_Suzan_Der_Kirkour,keep,2019-07-27 20:27:00,12,7,223,1328,5,2,0,2,1,0,6,2019-07-20 19:06:28,907135639,4,Wikipedia:Notability_(organizations_and_companies)
NBL (United States) Rookie of the Year Award,/wiki/Wikipedia:Articles_for_deletion/NBL_(United_States)_Rookie_of_the_Year_Award,keep all,2019-07-26 09:21:00,9,6,645,3917,0,0,6,2,0,0,4,2019-07-20 19:06:28,907135639,4,Wikipedia:Notability_(organizations_and_companies)
"Storm Area 51, They Can't Stop All of Us","/wiki/Wikipedia:Articles_for_deletion/Storm_Area_51,_They_Can%27t_Stop_All_of_Us",keep,2019-07-25 06:34:00,62,62,2368,13524,28,10,24,1,3,0,11,2019-02-26 16:25:53,885201796,4,Wikipedia:Notability_(organizations_and_companies)
2019 social media strike,/wiki/Wikipedia:Articles_for_deletion/2019_social_media_strike,Delete,2019-07-22 07:50:00,9,5,102,610,0,5,0,1,1,0,2,2019-02-26 16:25:53,885201796,4,Wikipedia:Notability_(organizations_and_companies)
The D&E,/wiki/Wikipedia:Articles_for_deletion/The_D%26E,no consensus,2019-07-22 00:54:00,7,1,29,182,1,0,0,1,0,0,2,2019-02-26 16:25:53,885201796,4,Wikipedia:Notability_(organizations_and_companies)
Matalam Highway Road Accident,/wiki/Wikipedia:Articles_for_deletion/Matalam_Highway_Road_Accident,delete,2019-07-21 21:57:00,15,10,202,1266,0,10,0,0,0,0,4,2019-02-26 16:25:53,885201796,4,Wikipedia:Notability_(organizations_and_companies)
Gender and Sexuality in Information Studies Colloquium (event),/wiki/Wikipedia:Articles_for_deletion/Gender_and_Sexuality_in_Information_Studies_Colloquium_(event),delete,2019-07-20 08:55:00,8,2,90,556,0,2,0,0,1,0,0,2019-02-26 16:25:53,885201796,4,Wikipedia:Notability_(organizations_and_companies)
Plantation explosion,/wiki/Wikipedia:Articles_for_deletion/Plantation_explosion,delete,2019-07-19 19:49:00,7,4,87,534,0,4,0,0,0,0,2,2019-02-26 16:25:53,885201796,4,Wikipedia:Notability_(organizations_and_companies)
Eaglepalooza,/wiki/Wikipedia:Articles_for_deletion/Eaglepalooza,delete,2019-07-18 17:08:00,7,1,16,81,0,1,0,1,0,0,1,2019-02-26 16:25:53,885201796,4,Wikipedia:Notability_(organizations_and_companies)
Kyoto Animation studio fire,/wiki/Wikipedia:Articles_for_deletion/Kyoto_Animation_studio_fire,Speedy Keep,2019-07-18 11:57:00,14,10,567,3206,7,0,2,0,0,0,3,2019-02-26 16:25:53,885201796,4,Wikipedia:Notability_(organizations_and_companies)
Japanese immigration to Colombia,/wiki/Wikipedia:Articles_for_deletion/Japanese_immigration_to_Colombia,delete and redirect,2019-07-17 04:23:00,11,5,268,1679,0,0,5,0,0,0,4,2019-02-26 16:25:53,885201796,4,Wikipedia:Notability_(organizations_and_companies)
Miss Universe Myanmar 2020,/wiki/Wikipedia:Articles_for_deletion/Miss_Universe_Myanmar_2020,delete,2019-07-12 17:18:00,8,2,57,343,0,1,0,0,0,0,3,2019-02-26 16:25:53,885201796,4,Wikipedia:Notability_(organizations_and_companies)
Gainesville Improv Festival,/wiki/Wikipedia:Articles_for_deletion/Gainesville_Improv_Festival,delete,2019-07-11 21:05:00,9,5,85,565,0,5,0,1,0,0,2,2019-02-26 16:25:53,885201796,4,Wikipedia:Notability_(organizations_and_companies)
ShortCutz Amsterdam Film Festival jury members,/wiki/Wikipedia:Articles_for_deletion/ShortCutz_Amsterdam_Film_Festival_jury_members,delete,2019-07-09 22:52:00,10,5,142,845,0,4,1,0,0,0,6,2019-02-26 16:25:53,885201796,4,Wikipedia:Notability_(organizations_and_companies)
2020 in Australia,/wiki/Wikipedia:Articles_for_deletion/2020_in_Australia,withdraw,2019-07-08 17:14:00,4,0,0,0,0,0,0,0,0,0,6,2019-02-26 16:25:53,885201796,4,Wikipedia:Notability_(organizations_and_companies)
Cineme,/wiki/Wikipedia:Articles_for_deletion/Cineme,delete,2019-07-08 00:32:00,5,2,41,235,0,2,0,2,0,0,0,2019-02-26 16:25:53,885201796,4,Wikipedia:Notability_(organizations_and_companies)
Alfaaz,/wiki/Wikipedia:Articles_for_deletion/Alfaaz,delete,2019-07-05 23:13:00,7,5,308,1856,0,3,1,0,0,0,1,2019-02-26 16:25:53,885201796,4,Wikipedia:Notability_(organizations_and_companies)
2019 Dallas Courthouse shooting,/wiki/Wikipedia:Articles_for_deletion/2019_Dallas_Courthouse_shooting,keep,2019-07-04 19:53:00,15,9,349,2109,6,1,1,2,5,0,2,2019-02-26 16:25:53,885201796,4,Wikipedia:Notability_(organizations_and_companies)
2028 Summer Paralympics,/wiki/Wikipedia:Articles_for_deletion/2028_Summer_Paralympics,redirect,2019-07-03 15:20:00,11,5,201,1167,0,0,5,1,0,0,3,2019-02-26 16:25:53,885201796,4,Wikipedia:Notability_(organizations_and_companies)
GIMP Festival,/wiki/Wikipedia:Articles_for_deletion/GIMP_Festival,speedy delete,2019-07-03 17:43:00,5,0,0,0,0,0,0,1,0,0,3,2019-02-26 16:25:53,885201796,4,Wikipedia:Notability_(organizations_and_companies)
McMillan Fire,/wiki/Wikipedia:Articles_for_deletion/McMillan_Fire,delete,2019-07-03 00:11:00,8,5,72,480,0,5,0,0,1,0,3,2019-02-26 16:25:53,885201796,4,Wikipedia:Notability_(organizations_and_companies)
Paris International Fantastic Film Festival,/wiki/Wikipedia:Articles_for_deletion/Paris_International_Fantastic_Film_Festival,keep,2019-07-02 08:04:00,8,4,116,714,3,1,0,1,0,0,0,2019-02-26 16:25:53,885201796,4,Wikipedia:Notability_(organizations_and_companies)
Wendy Wersch Memorial Lecture,/wiki/Wikipedia:Articles_for_deletion/Wendy_Wersch_Memorial_Lecture,soft delete,2019-07-01 11:48:00,5,0,0,0,0,0,0,1,0,0,0,2019-02-26 16:25:53,885201796,4,Wikipedia:Notability_(organizations_and_companies)
Epcot Forever,/wiki/Wikipedia:Articles_for_deletion/Epcot_Forever,delete,2019-07-01 00:08:00,4,0,0,0,0,0,0,1,0,0,0,2019-02-26 16:25:53,885201796,4,Wikipedia:Notability_(organizations_and_companies)
Akron Beacon Journal Player of the Year Award,/wiki/Wikipedia:Articles_for_deletion/Akron_Beacon_Journal_Player_of_the_Year_Award,delete,2019-06-30 20:34:00,7,4,71,425,0,4,0,1,0,0,0,2019-02-26 16:25:53,885201796,4,Wikipedia:Notability_(organizations_and_companies)
Nice To Meet U Tour,/wiki/Wikipedia:Articles_for_deletion/Nice_To_Meet_U_Tour,delete,2019-06-30 20:33:00,8,2,168,1043,0,2,0,0,0,0,2,2019-02-26 16:25:53,885201796,4,Wikipedia:Notability_(organizations_and_companies)
Colorado MahlerFest,/wiki/Wikipedia:Articles_for_deletion/Colorado_MahlerFest,no consensus,2019-06-28 15:03:00,10,6,318,1895,2,1,3,2,0,0,2,2019-02-26 16:25:53,885201796,4,Wikipedia:Notability_(organizations_and_companies)
Tijroba,/wiki/Wikipedia:Articles_for_deletion/Tijroba,delete,2019-06-28 03:49:00,5,1,158,936,0,0,0,2,0,0,2,2019-02-26 16:25:53,885201796,4,Wikipedia:Notability_(organizations_and_companies)
Free Spirit World Tour,/wiki/Wikipedia:Articles_for_deletion/Free_Spirit_World_Tour,keep,2019-06-27 14:57:00,9,1,10,71,1,0,0,0,0,0,1,2019-02-26 16:25:53,885201796,4,Wikipedia:Notability_(organizations_and_companies)
Ozark Air Lines Flight 982,/wiki/Wikipedia:Articles_for_deletion/Ozark_Air_Lines_Flight_982,keep,2019-06-26 22:05:00,10,6,366,2104,3,0,3,3,0,0,6,2019-02-26 16:25:53,885201796,4,Wikipedia:Notability_(organizations_and_companies)
First International Symposium on Chinese Women and Their Network Capital,/wiki/Wikipedia:Articles_for_deletion/First_International_Symposium_on_Chinese_Women_and_Their_Network_Capital,delete,2019-06-27 00:15:00,9,4,81,481,0,4,0,4,0,0,0,2019-02-26 16:25:53,885201796,4,Wikipedia:Notability_(organizations_and_companies)
United Airlines Flight 627,/wiki/Wikipedia:Articles_for_deletion/United_Airlines_Flight_627,delete,2019-06-25 07:51:00,11,7,426,2523,0,6,1,1,1,0,3,2019-02-26 16:25:53,885201796,4,Wikipedia:Notability_(organizations_and_companies)
Ball v Johnson,/wiki/Wikipedia:Articles_for_deletion/Ball_v_Johnson,"Keep the case article, redirect the draft, no consensus on the individual",2019-06-23 16:18:00,10,8,673,3858,4,0,4,1,0,0,2,2019-02-26 16:25:53,885201796,4,Wikipedia:Notability_(organizations_and_companies)
International Conference on Applied Informatics (2nd nomination),/wiki/Wikipedia:Articles_for_deletion/International_Conference_on_Applied_Informatics_(2nd_nomination),soft delete,2019-06-21 20:30:00,6,0,0,0,0,0,0,1,0,0,2,2019-02-26 16:25:53,885201796,4,Wikipedia:Notability_(organizations_and_companies)
2019 New York City helicopter crash,/wiki/Wikipedia:Articles_for_deletion/2019_New_York_City_helicopter_crash,keep,2019-06-18 15:48:00,30,25,1027,5918,11,4,10,1,4,0,4,2019-02-26 16:25:53,885201796,4,Wikipedia:Notability_(organizations_and_companies)
Copper Canyon Apartment Homes shooting,/wiki/Wikipedia:Articles_for_deletion/Copper_Canyon_Apartment_Homes_shooting,keep,2019-06-18 19:47:00,10,5,194,1212,3,0,2,0,2,0,2,2019-02-26 16:25:53,885201796,4,Wikipedia:Notability_(organizations_and_companies)
2019 Eastlake earthquake,/wiki/Wikipedia:Articles_for_deletion/2019_Eastlake_earthquake,redirect,2019-06-18 08:33:00,10,5,149,888,0,3,2,0,0,0,1,2019-02-26 16:25:53,885201796,4,Wikipedia:Notability_(organizations_and_companies)
2019 Dubai Bus Crash,/wiki/Wikipedia:Articles_for_deletion/2019_Dubai_Bus_Crash,delete,2019-06-15 09:03:00,10,7,601,3550,2,4,1,0,0,0,6,2019-02-26 16:25:53,885201796,4,Wikipedia:Notability_(organizations_and_companies)
Traingate (2nd nomination),/wiki/Wikipedia:Articles_for_deletion/Traingate_(2nd_nomination),keep,2019-06-14 09:02:00,11,8,365,2089,4,1,2,2,0,0,2,2019-02-26 16:25:53,885201796,4,Wikipedia:Notability_(organizations_and_companies)
2019 Indian Air Force An-32 disappearance,/wiki/Wikipedia:Articles_for_deletion/2019_Indian_Air_Force_An-32_disappearance,speedy keep,2019-06-14 07:31:00,8,3,93,540,3,0,0,1,1,0,3,2019-02-26 16:25:53,885201796,4,Wikipedia:Notability_(organizations_and_companies)
Philanthro Productions,/wiki/Wikipedia:Articles_for_deletion/Philanthro_Productions,delete,2019-06-14 02:16:00,7,1,36,240,0,1,0,0,0,1,0,2019-02-26 16:25:53,885201796,4,Wikipedia:Notability_(organizations_and_companies)
Mir Jafar Awards,/wiki/Wikipedia:Articles_for_deletion/Mir_Jafar_Awards,delete,2019-06-14 02:14:00,6,1,66,401,0,1,0,1,0,0,1,2019-02-26 16:25:53,885201796,4,Wikipedia:Notability_(organizations_and_companies)
2019 Indian heat wave,/wiki/Wikipedia:Articles_for_deletion/2019_Indian_heat_wave,keep,2019-06-11 11:42:00,23,12,869,5188,6,1,5,2,0,0,1,2019-02-26 16:25:53,885201796,4,Wikipedia:Notability_(organizations_and_companies)
2019 Hub accident,/wiki/Wikipedia:Articles_for_deletion/2019_Hub_accident,keep,2019-06-09 17:56:00,7,3,111,684,3,0,0,0,1,0,2,2019-02-26 16:25:53,885201796,4,Wikipedia:Notability_(organizations_and_companies)
Miss Multinational (2nd nomination),/wiki/Wikipedia:Articles_for_deletion/Miss_Multinational_(2nd_nomination),delete,2019-06-03 16:17:00,4,1,30,176,0,1,0,0,0,0,1,2019-02-26 16:25:53,885201796,4,Wikipedia:Notability_(organizations_and_companies)
Miss Multinational 2017,/wiki/Wikipedia:Articles_for_deletion/Miss_Multinational_2017,delete,2019-06-03 06:37:00,9,4,208,1197,0,1,3,1,0,0,1,2019-02-26 16:25:53,885201796,4,Wikipedia:Notability_(organizations_and_companies)
Miss Multinational 2018,/wiki/Wikipedia:Articles_for_deletion/Miss_Multinational_2018,delete,2019-06-03 06:38:00,6,2,46,258,0,1,1,2,0,0,1,2019-02-26 16:25:53,885201796,4,Wikipedia:Notability_(organizations_and_companies)
Doors Open Ottawa,/wiki/Wikipedia:Articles_for_deletion/Doors_Open_Ottawa,keep,2019-06-01 08:00:00,7,3,120,748,1,0,2,1,0,0,0,2019-02-26 16:25:53,885201796,4,Wikipedia:Notability_(organizations_and_companies)
Les Femmes Underground International Film Festival,/wiki/Wikipedia:Articles_for_deletion/Les_Femmes_Underground_International_Film_Festival,delete,2019-05-30 07:40:00,9,6,120,707,4,2,0,1,3,2,2,2019-02-26 16:25:53,885201796,4,Wikipedia:Notability_(organizations_and_companies)
2019 Ecuador earthquake,/wiki/Wikipedia:Articles_for_deletion/2019_Ecuador_earthquake,redirect,2019-05-28 18:42:00,10,7,341,1997,2,2,3,0,5,0,0,2019-02-26 16:25:53,885201796,4,Wikipedia:Notability_(organizations_and_companies)
Krewe of Armeinius,/wiki/Wikipedia:Articles_for_deletion/Krewe_of_Armeinius,keep,2019-05-28 13:43:00,6,4,209,1234,2,1,0,3,0,1,0,2019-02-26 16:25:53,885201796,4,Wikipedia:Notability_(organizations_and_companies)
Francis Stephen Award,/wiki/Wikipedia:Articles_for_deletion/Francis_Stephen_Award,keep,2019-05-25 02:01:00,12,7,247,1417,7,0,0,2,0,0,2,2019-02-26 16:25:53,885201796,4,Wikipedia:Notability_(organizations_and_companies)
Just Future For Palestine Flotilla (2nd nomination),/wiki/Wikipedia:Articles_for_deletion/Just_Future_For_Palestine_Flotilla_(2nd_nomination),redirect,2019-05-22 03:37:00,15,12,718,4286,3,5,4,2,1,0,3,2019-02-26 16:25:53,885201796,4,Wikipedia:Notability_(organizations_and_companies)
2019 East London mosque shooting,/wiki/Wikipedia:Articles_for_deletion/2019_East_London_mosque_shooting,delete,2019-05-21 11:15:00,10,7,319,1816,1,5,1,2,1,0,3,2019-02-26 16:25:53,885201796,4,Wikipedia:Notability_(organizations_and_companies)
Miami Air Flight 293,/wiki/Wikipedia:Articles_for_deletion/Miami_Air_Flight_293,keep,2019-05-21 10:21:00,12,7,315,1819,5,0,2,4,1,0,1,2019-02-26 16:25:53,885201796,4,Wikipedia:Notability_(organizations_and_companies)
December 2018 Venezuela earthquakes,/wiki/Wikipedia:Articles_for_deletion/December_2018_Venezuela_earthquakes,delete,2019-05-20 09:33:00,10,12,270,1623,1,3,2,1,4,0,0,2019-02-26 16:25:53,885201796,4,Wikipedia:Notability_(organizations_and_companies)
Biman Bangladesh Airlines Flight 60,/wiki/Wikipedia:Articles_for_deletion/Biman_Bangladesh_Airlines_Flight_60,keep,2019-05-16 08:19:00,14,11,466,2786,5,3,3,1,2,0,2,2019-02-26 16:25:53,885201796,4,Wikipedia:Notability_(organizations_and_companies)
Myanmar National Airlines Flight 103,/wiki/Wikipedia:Articles_for_deletion/Myanmar_National_Airlines_Flight_103,delete,2019-05-16 15:00:00,7,1,28,181,0,0,1,1,2,0,2,2019-02-26 16:25:53,885201796,4,Wikipedia:Notability_(organizations_and_companies)
2021 Formula One World Championship,/wiki/Wikipedia:Articles_for_deletion/2021_Formula_One_World_Championship,delete,2019-05-15 17:30:00,11,8,534,2962,2,6,0,0,0,0,7,2019-02-26 16:25:53,885201796,4,Wikipedia:Notability_(organizations_and_companies)
GCW Bloodsport,/wiki/Wikipedia:Articles_for_deletion/GCW_Bloodsport,keep,2019-05-14 07:29:00,11,9,319,1852,5,2,2,2,1,0,2,2019-02-26 16:25:53,885201796,4,Wikipedia:Notability_(organizations_and_companies)
Sunday Service Coachella performance,/wiki/Wikipedia:Articles_for_deletion/Sunday_Service_Coachella_performance,merge,2019-05-13 01:35:00,17,14,1034,6564,0,1,11,4,0,0,5,2019-02-26 16:25:53,885201796,4,Wikipedia:Notability_(organizations_and_companies)
World War Joy Tour,/wiki/Wikipedia:Articles_for_deletion/World_War_Joy_Tour,redirect,2019-05-11 17:12:00,6,1,22,129,0,0,0,4,0,0,5,2019-02-26 16:25:53,885201796,4,Wikipedia:Notability_(organizations_and_companies)
Etail Conferences,/wiki/Wikipedia:Articles_for_deletion/Etail_Conferences,delete,2019-05-10 18:12:00,20,16,2664,17701,1,4,5,0,0,2,11,2019-02-26 16:25:53,885201796,4,Wikipedia:Notability_(organizations_and_companies)
University of North Carolina at Charlotte shooting,/wiki/Wikipedia:Articles_for_deletion/University_of_North_Carolina_at_Charlotte_shooting,speedy keep,2019-05-10 11:11:00,9,3,136,871,1,0,2,4,1,0,7,2019-02-26 16:25:53,885201796,4,Wikipedia:Notability_(organizations_and_companies)
Something in the Water (music festival),/wiki/Wikipedia:Articles_for_deletion/Something_in_the_Water_(music_festival),delete,2019-05-09 00:27:00,8,2,125,711,0,1,1,0,0,0,1,2019-02-26 16:25:53,885201796,4,Wikipedia:Notability_(organizations_and_companies)
Center of Gravity (festival),/wiki/Wikipedia:Articles_for_deletion/Center_of_Gravity_(festival),keep,2019-05-07 15:34:00,10,4,141,834,3,0,1,2,0,0,1,2019-02-26 16:25:53,885201796,4,Wikipedia:Notability_(organizations_and_companies)
2010–11 midwinter animal mass death events (2nd nomination),/wiki/Wikipedia:Articles_for_deletion/2010%E2%80%9311_midwinter_animal_mass_death_events_(2nd_nomination),merge,2019-05-07 02:57:00,6,2,72,437,0,0,2,2,0,0,1,2019-02-26 16:25:53,885201796,4,Wikipedia:Notability_(organizations_and_companies)
Lao Aviation Flight 703,/wiki/Wikipedia:Articles_for_deletion/Lao_Aviation_Flight_703,keep,2019-05-06 02:51:00,11,7,438,2570,3,1,3,5,1,0,3,2019-02-26 16:25:53,885201796,4,Wikipedia:Notability_(organizations_and_companies)
May Day Music Festival,/wiki/Wikipedia:Articles_for_deletion/May_Day_Music_Festival,delete,2019-05-06 07:18:00,6,3,108,639,0,2,1,1,2,0,0,2019-02-26 16:25:53,885201796,4,Wikipedia:Notability_(organizations_and_companies)
April 2019 Kalmunai shootout,/wiki/Wikipedia:Articles_for_deletion/April_2019_Kalmunai_shootout,keep,2019-05-05 11:34:00,25,17,910,5417,7,2,8,1,0,0,3,2019-02-26 16:25:53,885201796,4,Wikipedia:Notability_(organizations_and_companies)
Murder of Bambi Larson,/wiki/Wikipedia:Articles_for_deletion/Murder_of_Bambi_Larson,delete,2019-05-05 00:43:00,10,8,382,2270,0,5,3,0,0,0,3,2019-02-26 16:25:53,885201796,4,Wikipedia:Notability_(organizations_and_companies)
Naismith Outstanding Contribution to Basketball,/wiki/Wikipedia:Articles_for_deletion/Naismith_Outstanding_Contribution_to_Basketball,delete,2019-05-03 18:57:00,6,1,48,254,0,1,0,0,0,0,1,2019-02-26 16:25:53,885201796,4,Wikipedia:Notability_(organizations_and_companies)
1994 Lake Constance Cessna 425 crash,/wiki/Wikipedia:Articles_for_deletion/1994_Lake_Constance_Cessna_425_crash,keep,2019-05-01 08:43:00,13,7,340,2015,5,1,1,1,0,0,2,2019-02-26 16:25:53,885201796,4,Wikipedia:Notability_(organizations_and_companies)
WWE The Shield's Final Chapter,/wiki/Wikipedia:Articles_for_deletion/WWE_The_Shield%27s_Final_Chapter,keep,2019-04-30 01:51:00,37,19,1824,10601,5,0,12,0,1,0,5,2019-02-26 16:25:53,885201796,4,Wikipedia:Notability_(organizations_and_companies)
2019 Kalmunai shootout,/wiki/Wikipedia:Articles_for_deletion/2019_Kalmunai_shootout,speedy close,2019-04-28 21:40:00,8,3,95,628,0,0,3,0,0,0,4,2019-02-26 16:25:53,885201796,4,Wikipedia:Notability_(organizations_and_companies)
Sri Lanka Easter bombings,/wiki/Wikipedia:Articles_for_deletion/Sri_Lanka_Easter_bombings,speedy redirect,2019-04-28 11:21:00,11,5,83,499,0,0,5,0,0,0,2,2019-02-26 16:25:53,885201796,4,Wikipedia:Notability_(organizations_and_companies)
Furnace Party Incident (Fairmont),/wiki/Wikipedia:Articles_for_deletion/Furnace_Party_Incident_(Fairmont),delete,2019-04-28 04:09:00,6,2,29,177,0,2,0,0,0,0,1,2019-02-26 16:25:53,885201796,4,Wikipedia:Notability_(organizations_and_companies)
Citilink Flight 800,/wiki/Wikipedia:Articles_for_deletion/Citilink_Flight_800,delete,2019-04-28 04:08:00,14,8,162,1006,0,8,0,1,0,0,5,2019-02-26 16:25:53,885201796,4,Wikipedia:Notability_(organizations_and_companies)
Tour security,/wiki/Wikipedia:Articles_for_deletion/Tour_security,no consensus,2019-04-27 12:50:00,8,5,202,1226,2,2,1,0,0,0,2,2019-02-26 16:25:53,885201796,4,Wikipedia:Notability_(organizations_and_companies)
Ottawa Dragon Boat Festival,/wiki/Wikipedia:Articles_for_deletion/Ottawa_Dragon_Boat_Festival,keep,2019-04-27 01:01:00,6,3,80,509,3,0,0,2,0,1,4,2019-02-26 16:25:53,885201796,4,Wikipedia:Notability_(organizations_and_companies)
Cheating incident between Andy Hui and Jacqueline Wong,/wiki/Wikipedia:Articles_for_deletion/Cheating_incident_between_Andy_Hui_and_Jacqueline_Wong,delete,2019-04-27 01:09:00,12,11,269,1912,1,5,4,0,0,0,5,2019-02-26 16:25:53,885201796,4,Wikipedia:Notability_(organizations_and_companies)
Northwest District Explosion,/wiki/Wikipedia:Articles_for_deletion/Northwest_District_Explosion,keep,2019-04-26 07:13:00,7,3,142,874,2,0,1,1,2,0,0,2019-02-26 16:25:53,885201796,4,Wikipedia:Notability_(organizations_and_companies)
"Apr 20, 2019","/wiki/Wikipedia:Articles_for_deletion/Apr_20,_2019",delete,2019-04-26 01:18:00,14,7,111,666,0,5,2,0,0,0,1,2019-02-26 16:25:53,885201796,4,Wikipedia:Notability_(organizations_and_companies)
